Sample	Coalescent Time	First Ascertained	First Unascertained
3852	2.886509	9.400940	7.818300
0953	6.496471	8.739560	15.591340
0722	1.278991	9.718125	5.948040
3742	42.484748	5.071675	16.471355
4539	9.123118	3.879220	9.277570
2295	21.816809	20.723240	4.159175
1758	3.733021	7.214955	5.564425
0893	23.172253	22.231055	4.835520
4531	4.000000	16.034085	2.826195
4051	3.011689	9.091785	2.832035
1912	19.078121	10.272925	6.578395
3087	21.748653	9.891865	13.554275
3085	9.876264	12.149755	5.321700
0823	10.000000	21.401045	9.555700
2839	17.064148	13.580190	2.762320
2776	8.818495	8.768395	9.395830
3834	13.136717	14.893460	1.403425
2497	0.000000	9.518470	1.000465
4995	2.197635	10.666395	9.326115
3046	1.500000	13.142190	0.903010
4386	13.558419	23.713320	6.932080
4039	16.500000	30.216160	4.228890
1698	25.402119	15.070485	9.342175
3343	8.345924	10.793050	7.569005
3318	21.222800	28.049520	11.427785
1362	12.351635	20.222825	0.932940
1829	18.363795	23.549435	10.269275
2425	12.070591	18.910650	5.737070
4510	6.474631	27.925785	1.396125
2339	7.267613	11.930025	3.959885
0993	0.000000	2.439660	3.487210
2166	35.049208	23.817710	7.003255
0200	12.791100	14.157255	6.556495
0290	12.500000	21.312350	12.682290
2252	18.787426	8.745765	4.602650
4024	5.763843	12.971735	7.329565
3940	4.308817	5.791090	3.307630
1792	1.820534	13.630560	5.646915
3763	8.112065	21.961320	6.687530
4384	2.607193	4.215020	6.183100
4031	17.375224	21.508355	10.417100
3218	0.000000	14.581385	3.510570
1722	4.898304	11.777820	8.610715
1471	9.822391	13.701005	7.395995
3284	6.140118	8.923155	7.089395
3961	5.500000	19.717665	3.465310
3135	16.991957	27.829060	3.126590
0916	9.462586	9.045430	2.529085
2873	4.754043	9.702795	8.214690
4140	31.332384	7.468995	12.516945
0524	15.044294	8.984475	11.646785
2220	1.638014	5.849855	1.775725
0149	6.037559	25.608765	0.766865
3739	3.505248	2.409365	4.511035
4405	6.874105	14.340120	2.971100
2931	33.822772	23.540310	4.608490
1496	45.675828	3.198495	5.383385
2254	30.865005	26.335115	2.936060
0802	26.918448	13.504635	1.047185
0397	5.615082	12.804200	3.927400
0296	12.802691	24.895190	0.920530
0390	1.855648	3.408005	6.880615
3491	28.789986	11.650435	14.756585
0683	16.500000	24.936800	1.288085
0318	26.744300	46.008615	3.855860
4325	1.639651	18.835460	4.391315
0377	0.000000	15.178890	5.366595
3042	12.144381	17.193690	4.020840
1061	55.401814	1.611110	3.382455
0796	10.201665	27.784165	6.633875
1647	3.009256	5.417330	3.228790
1464	10.295612	30.316170	16.017660
1613	10.505280	18.173715	5.475730
0277	16.500000	14.292305	7.693470
3719	7.890985	16.974690	5.039190
2298	19.222092	10.071445	5.599465
0216	9.280223	23.026755	3.226235
4802	5.835752	19.383690	4.170125
1851	1.945466	21.852550	11.810670
3703	0.787437	2.639680	1.507815
4742	0.000000	11.673065	0.912500
4576	8.837170	24.037805	7.227000
1951	6.524159	11.653355	10.856195
2519	8.268491	16.979800	5.506390
4078	3.417560	8.341710	4.000400
4438	4.346216	4.670540	6.292600
0710	15.744606	0.998640	2.564125
1631	0.000000	11.955575	3.420415
4472	44.447753	25.455830	2.108970
3348	5.735820	6.951425	1.759665
2013	3.906242	12.013975	4.988820
3048	6.000000	27.863735	7.927070
4595	5.000000	14.763155	3.983245
3054	7.317479	13.515220	1.827920
1665	3.090759	8.360690	2.346585
0573	2.154392	7.369715	4.082160
3728	2.370530	3.872650	9.713745
3873	9.244348	1.601620	0.537280
0287	14.582893	12.884135	8.429675
4829	8.860421	23.264735	3.072570
1780	31.768957	21.968620	21.165985
0315	23.300637	2.301325	6.140395
1017	4.223780	6.813090	7.824140
0134	22.882231	4.974220	5.972495
3590	2.057650	11.669050	2.131600
4403	15.438617	20.997720	3.801110
1317	1.557382	3.348510	6.065935
0978	10.337400	22.915065	4.272690
3167	4.597800	23.776830	4.788800
0400	5.634936	17.166680	5.112920
1855	6.273846	18.651500	1.277135
1649	19.500000	22.871630	9.794775
3194	2.220459	12.278235	9.271000
3850	14.500000	31.332695	6.675485
3892	64.465751	53.984595	2.545875
2008	22.403728	24.373970	12.142455
0143	26.896222	20.046165	11.365370
0889	3.976336	7.757710	4.826030
0092	19.932021	23.753470	9.288520
2916	7.037311	4.789895	16.055255
1773	1.419294	8.084020	1.491025
0320	17.655233	6.961645	4.273420
1686	16.194567	15.015370	8.584070
1380	18.033588	24.574720	12.245750
1115	6.000000	5.544715	11.397490
4132	5.501869	5.960085	8.346090
3118	2.767832	2.279425	4.921295
2303	12.810307	19.234770	17.041120
3434	19.861504	6.591535	1.588480
1544	4.928224	20.357875	11.296020
1542	7.921299	15.601195	3.970835
3188	7.398579	15.227800	1.384080
0310	4.500000	13.233440	1.555630
1927	0.000000	15.672370	2.438565
4797	4.425438	14.949670	1.057405
3791	5.984487	17.619645	7.164950
0712	51.500000	9.001995	11.990980
4870	22.458853	11.027015	2.653185
1452	7.414650	23.177500	9.528690
2396	1.394729	6.438235	2.555365
2688	16.283045	23.619515	0.607725
1292	7.192316	9.341080	2.167005
4790	13.006863	29.377390	7.586890
3205	7.154907	17.509415	8.006275
2466	5.081841	5.301990	4.268675
2998	16.500000	2.677640	8.000070
1110	0.000000	7.620105	5.047220
4609	0.000000	10.760200	4.655575
2611	2.903998	16.379740	4.261375
1525	4.774894	20.687470	11.593495
2364	2.363889	18.721215	4.173775
3735	1.049529	13.163360	5.591435
1078	4.186086	6.839370	0.239805
1827	33.298944	19.213965	3.165645
2944	7.368252	23.634480	9.631985
1450	0.000000	4.695360	2.226500
0372	0.000000	14.747460	9.914860
3215	0.000000	2.892260	2.395860
4753	11.554806	20.246915	14.710960
2111	8.392772	26.291315	1.196105
3419	15.206176	27.915930	4.010985
0996	43.605120	34.951305	6.033450
2594	3.500000	10.422940	1.706375
1683	0.000000	11.637295	8.110665
4217	1.550880	14.294130	6.532405
4476	10.515071	17.641180	11.957400
4970	1.966901	8.381130	3.359095
2433	6.500000	4.795735	9.275380
3063	0.000000	16.171325	2.774000
1736	22.575761	26.331830	5.923220
3083	4.982277	6.274715	5.576835
1882	0.000000	11.763585	0.518665
0205	23.856848	11.545315	4.312110
0272	4.500000	10.210875	0.918705
2593	1.823018	10.082760	2.840795
2908	22.000000	4.113550	4.567245
0489	9.334630	17.411595	7.527030
4425	3.547645	10.352130	10.655445
0899	7.342140	17.308300	4.278165
1799	9.403163	17.043675	0.855560
2596	2.597549	12.589580	1.107045
3096	19.057958	25.435755	13.652460
2595	1.513396	8.945055	1.107045
4624	0.000000	15.880420	4.497165
2021	8.969072	11.617220	12.678275
4971	7.323221	12.683020	2.065900
1984	4.425704	6.092215	2.528355
1998	6.500000	28.467080	1.654180
2259	4.017844	17.893760	4.467600
0608	14.243717	12.593230	17.326550
4654	31.000000	27.151620	10.951460
0911	11.874645	0.712845	13.223950
3149	2.500000	13.844450	2.483460
1995	3.743952	13.807585	7.606235
4782	24.539288	34.706755	13.186355
1824	0.906335	13.441490	2.604275
0018	21.000000	31.388175	1.561835
4080	0.000000	12.875375	2.100575
4159	12.064572	4.169760	1.664400
2070	7.670683	2.960515	5.483760
4315	14.876105	7.117865	11.117170
4619	30.519924	4.650830	8.137310
1255	19.266325	13.962345	9.929095
3479	16.851413	22.081405	7.774135
3274	10.229263	21.369655	3.951855
2898	0.000000	12.671705	4.709960
4992	7.431296	8.496835	7.904075
1527	9.599218	6.069585	5.296515
0289	0.000000	19.973530	8.656340
3885	6.941336	11.321935	1.077845
2367	31.417827	13.918545	3.675915
3178	20.819561	30.497940	11.670145
2475	1.638803	11.855930	7.160935
3830	0.000000	9.463355	1.978665
4374	2.568459	12.408540	5.169495
1031	18.058505	28.278010	6.688625
1967	21.294586	22.967260	3.347415
4867	2.998705	7.889840	5.168765
3904	3.299775	9.949170	6.218140
1705	3.236170	21.992345	6.802870
0252	1.600037	6.465610	6.691180
4069	28.951826	11.462095	0.990245
2864	17.613766	2.521785	10.937225
2118	0.000000	8.278565	0.836945
4199	15.000000	29.475575	3.549625
0731	13.196914	20.238155	2.763050
4200	4.237288	21.863500	7.852610
4860	3.500000	23.594695	3.354715
1959	16.000000	24.287100	11.436180
0461	13.598073	4.891365	9.766670
0281	0.000000	13.551355	7.323360
2635	13.155112	28.207200	12.308165
3146	8.607988	5.381195	10.735745
4827	9.015627	1.874275	6.954345
0373	8.765883	23.982325	3.423335
4006	27.286441	26.172325	6.675485
3117	15.163619	29.145250	6.534595
2661	0.000000	9.144345	2.924015
3660	1.742519	17.295890	2.467765
1420	4.158898	14.517145	10.892695
0979	32.185631	16.136650	8.833365
2454	28.828476	4.464315	8.646120
4127	3.593863	8.440990	4.260645
3562	3.500000	6.797760	2.763780
4087	3.268570	8.063580	3.866080
0765	14.520439	27.035185	11.264995
4686	7.859717	11.594225	6.905435
4655	7.592262	11.655180	3.796730
4784	21.774560	8.707075	6.729140
2084	46.168837	32.529530	12.987795
3957	11.739827	7.601855	2.458275
1308	1.866694	7.593460	6.640445
3342	28.742211	16.737805	5.285200
0830	11.644831	15.478190	6.102435
0734	20.332619	13.515585	14.201055
4956	11.948159	11.362815	7.373365
2965	17.673729	9.475765	14.656940
1972	30.839648	35.395510	8.182935
3464	4.104874	6.617085	4.270500
3786	10.000000	10.866050	5.750210
2952	13.390558	22.317560	6.623290
4276	0.000000	4.223780	4.669445
2768	1.941535	4.026315	5.743640
3864	17.976510	11.016795	3.128780
3958	0.000000	14.058340	7.317885
4546	7.134041	12.781570	2.922920
2887	11.959314	18.605510	4.450445
2148	8.486500	13.683120	3.679565
4938	3.117051	8.379670	7.339055
2901	13.297788	25.601100	14.117835
1603	15.900028	27.787815	9.110400
4310	6.179092	10.253580	1.522050
1476	26.704328	16.732695	17.039295
1073	25.849066	38.611525	7.014570
0741	31.964055	42.689670	12.838510
3295	42.538994	42.337445	4.754855
3252	1.990515	18.814290	5.465875
2734	11.933998	22.001835	8.116140
4572	0.000000	16.256370	4.980425
1230	21.427760	35.933520	9.921795
2893	4.969437	8.205200	0.142350
1310	2.381065	2.415570	6.989020
1051	6.934482	4.160270	9.460800
4417	10.134332	19.154105	3.696355
0285	16.500000	3.088630	7.599300
0038	8.964454	22.671610	3.090820
2544	5.383259	9.240340	2.538210
3386	18.852792	17.131640	7.446000
3993	1.437977	9.909750	4.054785
2755	16.061167	15.113920	2.139995
2919	3.466776	11.613570	7.637990
0860	1.820554	2.494410	7.379205
2463	11.500000	17.268150	9.675785
2251	19.088851	10.554705	3.057240
1729	2.460002	4.643530	11.300765
4928	0.000000	9.184495	4.635865
1849	0.000000	1.050105	8.900890
2280	7.180250	8.784455	8.093875
3558	30.786292	14.040820	3.209810
0399	5.000000	16.048320	3.089725
4183	5.500000	12.187350	1.558550
4826	7.000000	17.006810	6.492255
4622	8.949764	14.198135	5.316590
1703	11.500000	20.019520	8.775330
0422	8.632107	12.721345	8.343900
2655	7.219546	20.461535	7.531045
0520	0.000000	8.648310	9.610815
2683	20.096904	22.281060	3.937620
4902	7.553439	12.135520	14.414580
4319	12.862350	10.543025	3.733950
4794	7.729941	13.114085	5.988920
2658	25.290154	33.689500	2.275775
3941	5.785882	2.939345	6.841560
3139	10.000000	24.118470	6.510870
4803	0.000000	19.259225	5.558585
4894	11.841177	23.155600	1.281515
3100	6.578033	10.074000	5.283010
3709	10.209419	9.683450	8.086210
4121	10.347252	6.503570	8.543190
4777	34.000000	9.305675	6.058270
4779	2.139943	6.195145	5.160370
3563	14.753988	20.257865	3.170025
1289	28.500000	25.823385	3.615690
1530	5.544383	3.378075	6.091485
3069	4.660388	9.291075	8.210675
0455	1.438047	13.301695	2.415570
2706	17.526731	6.040385	18.193425
0064	2.674218	21.406520	6.866745
2648	6.752971	18.924155	5.862265
2245	20.096133	10.966060	7.646750
3973	5.022295	14.607665	1.662940
0187	10.738456	23.527170	7.282115
3238	5.344594	4.132895	9.363710
0648	0.000000	7.521555	3.737600
0729	2.835162	6.208285	1.011050
2150	2.438044	7.097790	5.769190
0626	18.667411	30.103010	6.359760
4763	0.000000	2.256795	2.479080
0660	7.527843	25.060900	4.944655
1524	12.169799	2.697715	4.478550
3857	1.069240	2.737865	7.001430
4875	4.425481	8.196440	14.189010
1065	32.000000	6.040385	15.637695
0206	0.000000	10.074730	4.312110
4553	2.371318	9.694035	3.862430
1781	19.849205	40.282860	11.763950
2665	20.500000	25.272965	8.351200
2614	1.788284	6.882075	2.021370
0239	10.229954	2.202775	6.200985
0548	13.401311	29.746405	4.440590
0351	9.937199	23.693975	3.018550
4227	10.195757	10.342640	2.213360
3508	5.680647	17.023965	6.691545
1122	6.534887	20.201655	6.049875
0238	5.500000	10.092250	3.386835
1539	17.857788	28.050250	10.838310
1199	5.054970	9.418095	6.254640
0001	3.699517	11.596415	6.941570
0125	8.001120	14.856230	11.994995
4697	18.000000	10.378045	1.402695
0078	9.227801	12.913700	2.094735
3888	20.229230	21.247380	4.284005
4142	26.751724	17.038565	11.387635
1210	21.201171	18.374100	4.861435
3738	4.517292	35.497345	13.037070
2192	25.209074	5.219135	5.961910
2710	7.468660	14.682855	7.619740
1129	10.000000	11.258060	13.992275
0980	2.000000	9.052730	2.812325
2302	46.151933	30.537360	7.431035
0957	11.279581	17.890840	0.730000
4365	0.600796	9.569570	6.230185
1204	18.652436	23.407815	5.284470
1737	10.272382	16.279365	5.923220
3399	49.500000	15.402270	17.613440
4490	1.294051	18.223720	13.970010
1915	2.508853	10.628070	4.759235
3977	7.702621	13.275050	7.447460
1938	4.500000	8.765110	2.674355
2827	8.269560	10.491195	2.396225
0085	24.996904	6.557590	4.546075
