Sample	Coalescent Time	First Ascertained	First Unascertained	IndexAtCoalescent
0283	11.117535	11.045265	5.554935	0
1747	22.970732992946456	26.752675	9.120620	0
1227	12.815515000000001	5.412585	12.562570	0
2507	30.74286366400744	26.699750	13.559750	0
0113	6.688873282801938	7.858450	2.632745	0
0834	8.992504999999998	12.553445	3.686135	0
1759	10.457983083179972	11.632915	4.207720	0
0441	2.3797999999999995	7.314235	3.012345	1
2967	17.36785777936154	14.304715	3.938715	0
0030	14.992375000000001	11.772345	6.361950	0
0635	13.505365000000005	10.742680	6.087470	0
0556	6.502720699986403	10.324390	2.441850	0
1965	21.587560000000003	22.383625	7.031725	0
3964	13.148759999999998	9.216615	12.712950	0
4335	7.34426194934173	13.612675	2.138535	0
1954	24.89372999999999	24.232715	11.200025	0
3155	16.324720187570104	13.311915	6.690815	0
2350	10.929559999999999	14.913900	10.045165	0
4503	11.260250000000003	4.669080	2.368850	0
1637	0.568304999999996	11.156955	8.715105	0
4154	11.507525886932184	21.829920	12.290280	0
2459	2.9010199999999986	19.324195	9.343270	0
0890	6.315959999999995	18.572660	4.635865	0
1556	27.11293	23.130050	15.218310	0
2186	21.37294	20.684550	12.374960	0
1761	8.25291667895007	7.470820	2.499520	0
3266	11.355909446273756	4.580385	8.300830	0
3035	4.154430000000001	19.377485	1.682285	0
2462	6.25155877426139	11.972730	1.013240	0
1195	29.377390000000002	20.490735	12.460735	0
2811	8.263965000000002	2.902115	4.492055	0
0366	5.922812224610097	13.738235	3.953680	0
1791	9.207855	10.577335	9.075360	0
3700	38.82506583783601	43.384265	4.685505	0
3884	30.918054999999992	33.317565	3.997845	0
1981	18.654518625255417	11.991710	4.575275	0
1361	11.421762499999994	13.001300	4.612870	0
2410	5.9330750000000005	11.215355	5.885990	1
4746	47.86593817680643	42.299120	2.088530	0
4304	15.913999999999994	15.373070	3.079870	0
4329	18.87123	5.058535	0.665030	0
2246	23.118370000000002	23.276415	10.758010	0
4641	13.902120000000002	16.119495	10.495940	0
4962	39.23823000000001	7.617550	5.998045	0
4642	31.879405708049383	4.222320	10.872985	0
0480	7.0459600000000036	7.360955	5.749115	0
3816	11.07118	23.874650	11.777090	0
4094	10.123210370593508	13.953585	5.764445	0
3637	12.168562768815283	4.020110	9.694035	0
4744	21.070303166758503	25.716440	4.603380	0
3260	5.899860000000004	10.547040	4.394965	0
2293	5.911617173909085	6.518535	12.773175	0
2434	47.26952685282782	3.784320	16.743280	0
3549	6.120597357499025	14.397790	8.164685	0
1512	14.743041611484452	17.553580	2.112620	0
2082	11.161699999999998	12.600895	5.926505	0
4250	10.019250000000001	7.885095	9.241070	0
1887	10.000269999999995	21.428785	3.154330	0
1112	16.739804486397997	3.289745	10.625150	0
1082	12.473135733121245	15.010625	8.412520	0
0991	15.279630000000004	1.952385	7.333580	0
2353	16.779780000000002	17.109010	0.761390	0
1377	11.424148476345714	4.750110	4.954510	0
3555	8.220529999999998	7.886190	5.092845	0
3976	29.109845000000007	17.077620	5.203440	0
1934	4.506655000000004	4.896840	1.439560	1
2840	34.284085	16.829785	3.309090	0
2222	12.701999999999996	9.812660	5.184825	0
0022	29.431045000000005	30.756360	9.630890	0
2471	39.252464999999994	3.886885	10.029105	0
0443	67.30015999999999	26.009535	15.486220	0
1660	26.060270000000006	25.519705	4.985535	0
3779	30.012153755618783	11.346390	3.093010	0
2977	27.707515	34.742160	4.142020	0
3535	10.967155000000002	15.069025	4.934435	0
3267	54.08840891872501	5.031890	9.384150	0
1002	36.65038000000001	28.383495	10.454695	0
0006	9.256896075061523	10.860210	6.941570	0
2668	16.04321	11.982220	8.677875	0
4921	9.799670256037865	3.293760	5.477190	0
3985	29.990526934641842	37.599380	9.627605	0
0466	2.6068300000000035	8.810735	2.844080	0
4301	10.257685138683769	2.157515	10.894155	0
4206	41.984855	6.439695	2.852110	0
3223	24.745905000000008	17.568180	14.303620	0
1390	4.016863867548204	13.442220	3.925210	0
2876	3.1838950000000033	20.345100	2.245480	0
3652	46.4561543891212	29.683260	9.180115	0
4444	21.74282137538305	23.957140	6.799585	0
2662	10.978470000000003	11.816875	4.335470	0
4356	19.32860832644775	27.863370	2.848460	0
0665	11.088593709971533	13.491130	3.620800	0
4081	11.600065000000004	16.342875	3.121115	0
2644	5.909350000000003	22.823085	6.423635	0
4785	31.861214999999998	13.467770	7.208750	0
0652	15.823845000000004	14.683220	12.747260	0
2609	23.663290399824515	28.612350	15.178160	0
2603	4.6511949999999995	3.669345	0.531805	1
1164	24.391648162116553	22.805565	6.164120	0
2465	9.031194999999995	19.182575	7.300365	0
4354	37.30746819083309	17.112660	9.290710	0
4966	7.477755000000002	19.506330	9.037765	0
0195	7.767199999999999	10.957665	6.804695	0
2229	6.175070000000001	2.346585	3.001030	0
0308	5.031508873712357	1.420215	6.448820	0
4942	15.210645000000005	10.781735	5.779775	0
1123	4.116470000000001	11.307335	8.114315	0
4427	2.5349250000000025	16.182640	2.506455	0
1240	17.80068499999999	16.388500	2.627635	0
2741	5.201615	2.880945	3.067825	1
4945	6.703954999999998	2.857585	8.979000	0
1801	12.300865	9.096530	9.832370	0
3450	20.195085000000006	26.969120	6.200985	0
0776	3.414939999999998	8.703425	5.292500	1
4419	3.5605750000000023	3.564225	9.262605	0
3978	21.244095	20.150555	5.974685	0
2262	9.21041	6.520360	14.475535	0
2456	4.449714999999998	24.399885	2.369580	0
3875	7.834359999999999	13.272130	3.026580	0
1963	44.6301577495046	47.254725	3.920100	0
2551	7.959629043933447	3.582110	9.187050	0
0970	41.67982859835642	18.128455	2.536750	0
3081	21.54321702753478	19.928635	5.765175	0
1128	15.28318906297634	16.293600	12.131505	0
1386	22.836590000000008	8.067960	14.047755	0
3234	31.61411	1.868800	7.894220	1
4381	19.792125000000002	17.541170	1.491390	0
0586	3.217475000000001	9.242895	6.335670	0
3463	4.8486600000000015	8.951990	7.633245	1
2962	15.156077499999999	15.896115	1.186615	0
4426	9.043969999999996	12.023830	10.572590	0
2510	8.531509999999999	2.190730	0.578160	0
4275	4.282180000000002	7.034645	1.704915	1
4991	1.1866150000000026	10.651430	2.817800	0
4369	4.1817713953016105	10.121085	4.935530	0
1235	14.561152923535843	7.277370	10.290080	0
3522	5.908524472761368	15.843190	4.235460	0
2153	7.10144	10.598870	4.307365	1
0359	3.5598449999999993	1.140260	2.400240	0
2907	3.975548274075814	10.340085	4.113550	0
0826	31.361165000000003	25.663515	4.792450	0
3466	14.361386645454095	21.495945	3.078775	0
4564	45.70384	4.767265	13.971105	0
3382	30.650315691683474	3.866445	8.489170	0
1319	3.970835	18.026255	7.112390	0
0602	16.954938586441255	14.353260	1.591765	0
3207	16.015835	18.238685	6.751040	0
1238	14.272369482434643	20.352400	10.089330	0
4634	29.49033401118634	13.435285	2.279790	0
0780	19.982290000000006	12.242830	7.639815	0
0345	9.184515053932342	8.115045	3.887250	0
3607	2.914525000000002	2.428345	3.540865	1
3749	15.674560000000003	7.116040	4.914725	0
1579	11.075790747333127	7.938020	8.178190	0
0137	22.81438295572676	38.573565	4.409565	0
4341	47.03499499999998	26.039100	4.608125	0
3337	6.6532199999999975	9.880185	14.037900	0
0926	5.199603780259016	15.948310	10.533170	0
3852	7.950429999999998	9.400940	7.818300	0
0953	12.737769999999998	8.739560	15.591340	0
0722	6.403559999999999	9.718125	5.948040	0
3742	42.4847483174004	5.071675	16.471355	0
4539	11.435815	3.879220	9.277570	0
2295	23.203171109026798	20.723240	4.159175	0
1758	25.135725000000004	7.214955	5.564425	0
0893	23.172253176043824	22.231055	4.835520	0
4531	4.002955000000002	16.034085	2.826195	0
4051	3.0116886918577177	9.091785	2.832035	0
1912	19.879734155836175	10.272925	6.578395	0
3087	21.748652947647578	9.891865	13.554275	0
3085	36.620815	12.149755	5.321700	0
0823	17.89522	21.401045	9.555700	0
2839	20.4266775	13.580190	2.762320	0
2776	19.367995	8.768395	9.395830	0
3834	22.22554668989684	14.893460	1.403425	0
2497	8.603415000000004	9.518470	1.000465	1
4995	12.77938	10.666395	9.326115	0
3046	1.307795000000001	13.142190	0.903010	0
4386	13.558418526588982	23.713320	6.932080	0
4039	27.602394999999998	30.216160	4.228890	0
1698	39.50541	15.070485	9.342175	0
3343	24.481827499999994	10.793050	7.569005	0
3318	26.455930000000002	28.049520	11.427785	0
1362	14.165285000000004	20.222825	0.932940	0
1829	18.363794722365732	23.549435	10.269275	0
2425	12.070590821321467	18.910650	5.737070	0
4510	14.147400000000006	27.925785	1.396125	0
2339	15.298610000000002	11.930025	3.959885	0
0993	1.4505099999999982	2.439660	3.487210	1
2166	42.61448	23.817710	7.003255	0
0200	17.9165725	14.157255	6.556495	0
0290	8.973889999999999	21.312350	12.682290	0
2252	18.787425572180652	8.745765	4.602650	0
4024	8.69138	12.971735	7.329565	0
3940	4.526365	5.791090	3.307630	0
1792	13.912705000000004	13.630560	5.646915	0
3763	21.1683575	21.961320	6.687530	0
4384	7.611345000000004	4.215020	6.183100	0
4031	17.375224238476648	21.508355	10.417100	0
3218	13.124305000000003	14.581385	3.510570	1
1722	10.896162499999999	11.777820	8.610715	0
1471	20.423575000000003	13.701005	7.395995	0
3284	6.1401182139027695	8.923155	7.089395	0
3961	13.11299	19.717665	3.465310	0
3135	27.676855000000007	27.829060	3.126590	0
0916	26.037639999999993	9.045430	2.529085	0
2873	7.9251160016277655	9.702795	8.214690	0
4140	39.272905	7.468995	12.516945	0
0524	23.979222499999995	8.984475	11.646785	0
2220	6.293330000000004	5.849855	1.775725	0
0149	16.77795500000001	25.608765	0.766865	0
3739	4.026315000000002	2.409365	4.511035	0
4405	10.576000595443615	14.340120	2.971100	0
2931	33.86761999999999	23.540310	4.608490	0
1496	45.675828190038814	3.198495	5.383385	0
2254	34.23772999999999	26.335115	2.936060	0
0802	26.91844831257256	13.504635	1.047185	0
0397	10.322930000000001	12.804200	3.927400	0
0296	12.802691139973115	24.895190	0.920530	0
0390	5.516609999999998	3.408005	6.880615	0
3491	44.54825	11.650435	14.756585	0
0683	16.90205500000001	24.936800	1.288085	0
0318	26.744300272572143	46.008615	3.855860	0
4325	15.750480000000003	18.835460	4.391315	0
0377	0.5405650000000037	15.178890	5.366595	1
3042	13.690376350645053	17.193690	4.020840	0
1061	55.40181410408024	1.611110	3.382455	0
0796	10.201665427918895	27.784165	6.633875	0
1647	3.7339499999999908	5.417330	3.228790	0
1464	14.85185	30.316170	16.017660	0
1613	14.57846499999999	18.173715	5.475730	0
0277	14.320044999999997	14.292305	7.693470	0
3719	7.890985182773082	16.974690	5.039190	0
2298	23.283218530453105	10.071445	5.599465	0
0216	9.280223112496987	23.026755	3.226235	0
4802	12.834495000000002	19.383690	4.170125	0
1851	4.13763999999999	21.852550	11.810670	0
3703	5.353820000000008	2.639680	1.507815	0
4742	4.255899999999999	11.673065	0.912500	1
4576	15.075595000000002	24.037805	7.227000	0
1951	9.595850000000002	11.653355	10.856195	0
2519	8.26849076758686	16.979800	5.506390	0
4078	8.789276637757613	8.341710	4.000400	0
4438	21.990155	4.670540	6.292600	0
0710	29.689829999999994	0.998640	2.564125	0
1631	5.411855000000004	11.955575	3.420415	1
4472	54.211989999999986	25.455830	2.108970	0
3348	10.383104883733365	6.951425	1.759665	0
2013	7.3109500000000045	12.013975	4.988820	0
3048	10.13021	27.863735	7.927070	0
4595	1.999835	14.763155	3.983245	0
3054	10.803134924543313	13.515220	1.827920	0
1665	5.873579999999999	8.360690	2.346585	0
0573	2.1543922206838833	7.369715	4.082160	0
3728	2.371405	3.872650	9.713745	0
3873	14.615329999999998	1.601620	0.537280	0
0287	14.582893059375518	12.884135	8.429675	0
4829	20.388170000000002	23.264735	3.072570	0
1780	34.84271135351038	21.968620	21.165985	0
0315	29.323370000000008	2.301325	6.140395	0
1017	18.8137425	6.813090	7.824140	0
0134	22.882231287502357	4.974220	5.972495	0
3590	4.451175000000005	11.669050	2.131600	0
4403	19.986305	20.997720	3.801110	0
1317	6.578759999999995	3.348510	6.065935	0
0978	12.533735000000004	22.915065	4.272690	0
3167	12.045729999999999	23.776830	4.788800	0
0400	5.634935841822475	17.166680	5.112920	0
1855	7.361320000000001	18.651500	1.277135	0
1649	20.756455	22.871630	9.794775	0
3194	11.009859999999998	12.278235	9.271000	0
3850	14.405455	31.332695	6.675485	0
3892	64.46575089957335	53.984595	2.545875	0
2008	23.392034052031896	24.373970	12.142455	0
0143	43.9168	20.046165	11.365370	0
0889	4.567244999999997	7.757710	4.826030	0
0092	34.86060250000002	23.753470	9.288520	0
2916	8.055550000000002	4.789895	16.055255	0
1773	2.488205000000001	8.084020	1.491025	0
0320	19.13293282773136	6.961645	4.273420	0
1686	23.635575000000003	15.015370	8.584070	0
1380	24.901212500000003	24.574720	12.245750	0
1115	1.3778750000000002	5.544715	11.397490	0
4132	5.923584999999992	5.960085	8.346090	0
3118	6.230670092873232	2.279425	4.921295	0
2303	27.130449999999996	19.234770	17.041120	0
3434	20.187055000000004	6.591535	1.588480	0
1544	15.517062500000003	20.357875	11.296020	0
1542	14.656209999999996	15.601195	3.970835	0
3188	13.308373443386058	15.227800	1.384080	0
0310	5.5582199999999995	13.233440	1.555630	0
1927	1.1585100000000037	15.672370	2.438565	1
4797	11.99098	14.949670	1.057405	0
3791	6.395164999999998	17.619645	7.164950	0
0712	63.695054999999996	9.001995	11.990980	0
4870	39.70324	11.027015	2.653185	0
1452	12.367253458904049	23.177500	9.528690	0
2396	3.3441300000000007	6.438235	2.555365	0
2688	23.502350000000007	23.619515	0.607725	0
1292	7.192315602968812	9.341080	2.167005	0
4790	26.369790000000002	29.377390	7.586890	0
3205	14.49196	17.509415	8.006275	0
2466	5.081841323066361	5.301990	4.268675	0
2998	18.408044999999998	2.677640	8.000070	0
1110	8.781535000000002	7.620105	5.047220	1
4609	5.167669999999999	10.760200	4.655575	1
2611	4.92969	16.379740	4.261375	0
1525	15.616525000000006	20.687470	11.593495	0
2364	8.203374999999998	18.721215	4.173775	0
3735	8.132929999999996	13.163360	5.591435	0
1078	4.887497211394392	6.839370	0.239805	0
1827	36.90817472034402	19.213965	3.165645	0
2944	7.368252253037391	23.634480	9.631985	0
1450	0.095265	4.695360	2.226500	1
0372	1.7355749999999983	14.747460	9.914860	1
3215	5.092844999999996	2.892260	2.395860	1
4753	20.770324999999996	20.246915	14.710960	0
2111	16.22279000000001	26.291315	1.196105	0
3419	21.091889999999996	27.915930	4.010985	0
0996	59.982275000000016	34.951305	6.033450	0
2594	2.2768699999999984	10.422940	1.706375	0
1683	0.9610449999999987	11.637295	8.110665	1
4217	1.0011949999999983	14.294130	6.532405	0
4476	22.949739999999995	17.641180	11.957400	0
4970	7.021140000000001	8.381130	3.359095	0
2433	8.971334999999998	4.795735	9.275380	0
3063	0.20439999999999675	16.171325	2.774000	1
1736	23.073063056693336	26.331830	5.923220	0
3083	4.982276586707305	6.274715	5.576835	0
1882	0.7686899999999999	11.763585	0.518665	1
0205	28.235545689669475	11.545315	4.312110	0
0272	3.4665874999999984	10.210875	0.918705	0
2593	3.28208	10.082760	2.840795	0
2908	22.089434999999995	4.113550	4.567245	0
0489	9.334630305930993	17.411595	7.527030	0
4425	10.525505	10.352130	10.655445	0
0899	7.342140229094267	17.308300	4.278165	0
1799	9.403162971344006	17.043675	0.855560	0
2596	5.384114999999998	12.589580	1.107045	0
3096	24.06893088487691	25.435755	13.652460	0
2595	2.241829999999998	8.945055	1.107045	0
4624	2.8918949999999946	15.880420	4.497165	1
2021	19.558525	11.617220	12.678275	0
4971	11.600430000000001	12.683020	2.065900	0
1984	13.444775000000002	6.092215	2.528355	0
1998	7.560609999999999	28.467080	1.654180	0
2259	15.715075	17.893760	4.467600	0
0608	15.097859999999999	12.593230	17.326550	0
4654	27.357480000000002	27.151620	10.951460	0
0911	15.383655	0.712845	13.223950	0
3149	0.9752800000000003	13.844450	2.483460	0
1995	9.661989590821456	13.807585	7.606235	0
4782	26.306851414178727	34.706755	13.186355	0
1824	1.5924949999999944	13.441490	2.604275	0
0018	20.487450000000006	31.388175	1.561835	0
4080	1.1537650000000002	12.875375	2.100575	1
4159	12.064571684219134	4.169760	1.664400	0
2070	18.4836	2.960515	5.483760	0
4315	18.808277818391034	7.117865	11.117170	0
4619	42.33707999999999	4.650830	8.137310	0
1255	23.331165000000002	13.962345	9.929095	0
3479	22.194190000000006	22.081405	7.774135	0
3274	12.729009999999999	21.369655	3.951855	0
2898	9.17026	12.671705	4.709960	1
4992	13.318119999999997	8.496835	7.904075	0
1527	11.019823361645683	6.069585	5.296515	0
0289	0.9636000000000012	19.973530	8.656340	1
3885	16.82431	11.321935	1.077845	0
2367	32.383845205722515	13.918545	3.675915	0
3178	27.22024	30.497940	11.670145	0
2475	1.6388031484697794	11.855930	7.160935	0
3830	5.23994	9.463355	1.978665	1
4374	10.31928	12.408540	5.169495	0
1031	31.120264999999996	28.278010	6.688625	0
1967	21.294585556198502	22.967260	3.347415	0
4867	4.684775000000007	7.889840	5.168765	0
3904	8.800515000000003	9.949170	6.218140	0
1705	6.92478	21.992345	6.802870	0
0252	9.877265000000001	6.465610	6.691180	0
4069	33.45663000000001	11.462095	0.990245	0
2864	27.162569999999995	2.521785	10.937225	0
2118	6.038560000000001	8.278565	0.836945	1
4199	15.104065	29.475575	3.549625	0
0731	13.196913566419571	20.238155	2.763050	0
4200	9.270270000000004	21.863500	7.852610	0
